MappingID,BusinessID,ProcessID,Priority,Maturity_Level_0to5,R_Responsible,A_Accountable,C_Consulted,I_Informed
MAP-00904,BU-010,PROC-031,Low,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00905,BU-010,PROC-032,Medium,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00906,BU-010,PROC-033,Medium,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00907,BU-010,PROC-034,Low,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00908,BU-010,PROC-035,Low,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00909,BU-010,PROC-036,Medium,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00910,BU-010,PROC-037,Medium,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00911,BU-010,PROC-038,Low,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00912,BU-010,PROC-039,Low,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00913,BU-010,PROC-040,Medium,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00914,BU-010,PROC-041,Medium,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00915,BU-010,PROC-042,Medium,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00916,BU-010,PROC-043,Medium,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00917,BU-010,PROC-044,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00918,BU-010,PROC-045,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00919,BU-010,PROC-046,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00920,BU-010,PROC-047,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00921,BU-010,PROC-048,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00922,BU-010,PROC-049,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00923,BU-010,PROC-050,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00924,BU-010,PROC-051,High,1,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00925,BU-010,PROC-052,High,1,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00926,BU-010,PROC-053,High,1,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00927,BU-010,PROC-054,High,1,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00928,BU-010,PROC-055,High,1,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00929,BU-010,PROC-056,High,1,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00930,BU-010,PROC-057,Low,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00931,BU-010,PROC-058,Medium,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00932,BU-010,PROC-059,Medium,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00933,BU-010,PROC-060,Medium,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00934,BU-010,PROC-061,Low,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00935,BU-010,PROC-062,Medium,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00936,BU-010,PROC-063,Low,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00937,BU-010,PROC-064,Low,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00938,BU-010,PROC-065,Low,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00939,BU-010,PROC-066,Low,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00940,BU-010,PROC-067,Low,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00941,BU-010,PROC-068,Low,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00942,BU-010,PROC-069,Medium,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00943,BU-010,PROC-070,Medium,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00944,BU-010,PROC-071,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00945,BU-010,PROC-072,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00946,BU-010,PROC-073,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00947,BU-010,PROC-074,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00948,BU-010,PROC-075,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00949,BU-010,PROC-076,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00950,BU-010,PROC-077,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00951,BU-010,PROC-078,High,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00952,BU-010,PROC-079,High,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00953,BU-010,PROC-080,High,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00954,BU-010,PROC-081,High,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00955,BU-010,PROC-082,High,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00956,BU-010,PROC-083,High,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00957,BU-010,PROC-084,Medium,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00958,BU-010,PROC-085,Medium,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00959,BU-010,PROC-086,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00960,BU-010,PROC-087,Medium,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00961,BU-010,PROC-088,Medium,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00962,BU-010,PROC-089,Medium,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00963,BU-010,PROC-090,Medium,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00964,BU-010,PROC-091,Medium,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00965,BU-010,PROC-092,Medium,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00966,BU-010,PROC-093,Medium,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00967,BU-010,PROC-094,Low,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00968,BU-010,PROC-095,Low,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00969,BU-010,PROC-096,Low,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00970,BU-010,PROC-097,Low,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00971,BU-011,PROC-001,Medium,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00972,BU-011,PROC-002,Medium,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00973,BU-011,PROC-003,Low,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00974,BU-011,PROC-004,Low,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00975,BU-011,PROC-005,Low,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00976,BU-011,PROC-006,Medium,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00977,BU-011,PROC-007,Medium,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00978,BU-011,PROC-008,Low,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00979,BU-011,PROC-009,Medium,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00980,BU-011,PROC-010,Low,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00981,BU-011,PROC-011,Medium,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00982,BU-011,PROC-012,Medium,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00983,BU-011,PROC-013,Medium,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00984,BU-011,PROC-014,Low,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00985,BU-011,PROC-015,Medium,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00986,BU-011,PROC-016,Medium,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00987,BU-011,PROC-017,High,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00988,BU-011,PROC-018,High,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00989,BU-011,PROC-019,High,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00990,BU-011,PROC-020,High,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00991,BU-011,PROC-021,High,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00992,BU-011,PROC-022,High,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00993,BU-011,PROC-023,High,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00994,BU-011,PROC-024,High,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00995,BU-011,PROC-025,High,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00996,BU-011,PROC-026,High,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00997,BU-011,PROC-027,High,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00998,BU-011,PROC-028,High,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00999,BU-011,PROC-029,High,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-01000,BU-011,PROC-030,High,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-01001,BU-011,PROC-031,High,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-01002,BU-011,PROC-032,Medium,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-01003,BU-011,PROC-033,Medium,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-01004,BU-011,PROC-034,Low,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-01005,BU-011,PROC-035,Low,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-01006,BU-011,PROC-036,Low,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-01007,BU-011,PROC-037,Medium,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-01008,BU-011,PROC-038,Low,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-01009,BU-011,PROC-039,Low,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-01010,BU-011,PROC-040,Low,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-01011,BU-011,PROC-041,Low,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-01012,BU-011,PROC-042,Low,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-01013,BU-011,PROC-043,Low,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-01014,BU-011,PROC-044,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-01015,BU-011,PROC-045,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-01016,BU-011,PROC-046,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-01017,BU-011,PROC-047,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-01018,BU-011,PROC-048,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-01019,BU-011,PROC-049,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-01020,BU-011,PROC-050,High,1,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-01021,BU-011,PROC-051,High,1,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-01022,BU-011,PROC-052,High,1,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-01023,BU-011,PROC-053,High,1,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-01024,BU-011,PROC-054,High,1,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-01025,BU-011,PROC-055,High,1,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-01026,BU-011,PROC-056,High,1,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-01027,BU-011,PROC-057,Medium,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-01028,BU-011,PROC-058,Medium,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-01029,BU-011,PROC-059,Low,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-01030,BU-011,PROC-060,Low,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-01031,BU-011,PROC-061,Low,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-01032,BU-011,PROC-062,Medium,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-01033,BU-011,PROC-063,Medium,1,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-01034,BU-011,PROC-064,Medium,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-01035,BU-011,PROC-065,Medium,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-01036,BU-011,PROC-066,Low,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-01037,BU-011,PROC-067,Medium,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-01038,BU-011,PROC-068,Medium,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-01039,BU-011,PROC-069,Low,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-01040,BU-011,PROC-070,Low,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-01041,BU-011,PROC-071,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-01042,BU-011,PROC-072,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-01043,BU-011,PROC-073,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-01044,BU-011,PROC-074,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-01045,BU-011,PROC-075,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-01046,BU-011,PROC-076,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-01047,BU-011,PROC-077,High,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-01048,BU-011,PROC-078,Low,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-01049,BU-011,PROC-079,Medium,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-01050,BU-011,PROC-080,Low,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-01051,BU-011,PROC-081,Low,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-01052,BU-011,PROC-082,Medium,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-01053,BU-011,PROC-083,Low,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-01054,BU-011,PROC-084,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-01055,BU-011,PROC-085,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-01056,BU-011,PROC-086,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-01057,BU-011,PROC-087,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-01058,BU-011,PROC-088,Medium,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-01059,BU-011,PROC-089,Medium,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-01060,BU-011,PROC-090,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-01061,BU-011,PROC-091,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-01062,BU-011,PROC-092,Low,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-01063,BU-011,PROC-093,Low,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-01064,BU-011,PROC-094,Low,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-01065,BU-011,PROC-095,Medium,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-01066,BU-011,PROC-096,Low,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-01067,BU-011,PROC-097,Medium,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-01068,BU-012,PROC-001,Low,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-01069,BU-012,PROC-002,Low,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-01070,BU-012,PROC-003,Low,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-01071,BU-012,PROC-004,Medium,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-01072,BU-012,PROC-005,Low,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-01073,BU-012,PROC-006,Medium,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-01074,BU-012,PROC-007,Low,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-01075,BU-012,PROC-008,High,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-01076,BU-012,PROC-009,High,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-01077,BU-012,PROC-010,High,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-01078,BU-012,PROC-011,High,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-01079,BU-012,PROC-012,High,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-01080,BU-012,PROC-013,High,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-01081,BU-012,PROC-014,High,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-01082,BU-012,PROC-015,High,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-01083,BU-012,PROC-016,High,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-01084,BU-012,PROC-017,Low,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-01085,BU-012,PROC-018,Medium,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-01086,BU-012,PROC-019,Medium,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-01087,BU-012,PROC-020,Low,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-01088,BU-012,PROC-021,Low,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-01089,BU-012,PROC-022,Low,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-01090,BU-012,PROC-023,Medium,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-01091,BU-012,PROC-024,Medium,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-01092,BU-012,PROC-025,Low,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-01093,BU-012,PROC-026,Medium,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-01094,BU-012,PROC-027,Low,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-01095,BU-012,PROC-028,Low,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-01096,BU-012,PROC-029,Low,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-01097,BU-012,PROC-030,Medium,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-01098,BU-012,PROC-031,Medium,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-01099,BU-012,PROC-032,Medium,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-01100,BU-012,PROC-033,Medium,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-01101,BU-012,PROC-034,Low,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-01102,BU-012,PROC-035,Medium,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-01103,BU-012,PROC-036,Low,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-01104,BU-012,PROC-037,Medium,1,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-01105,BU-012,PROC-038,Medium,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-01106,BU-012,PROC-039,Medium,1,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
